sample_accession	secondary_sample_accession	study_accession	sample_title	description	first_public	last_updated	center_name	country	host_body_site	host_status	disease	host	host_scientific_name	project_name	collection_date
SAMN06831240	SRS4673010	PRJNA384246	G89965	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831248	SRS4673062	PRJNA384246	G90074	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831252	SRS4673066	PRJNA384246	G90070	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN07284952	SRS2320644	PRJEB32232;PRJNA392180	TZ_HADZA_172	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2013-09-23
SAMN06831183	SRS4673047	PRJNA384246	G89893	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831184	SRS4673046	PRJNA384246	G98920	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831185	SRS4673028	PRJNA384246	G89958	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831187	SRS4673036	PRJNA384246	G89897	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831189	SRS4673034	PRJNA384246	G89895	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831190	SRS4673035	PRJNA384246	G89894	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831200	SRS4673106	PRJNA384246	G89941	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831206	SRS4673081	PRJNA384246	G89946	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831210	SRS4673075	PRJNA384246	G89971	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831212	SRS4673077	PRJNA384246	G89973	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831214	SRS4673079	PRJNA384246	G98954	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831215	SRS4673121	PRJNA384246	G90061	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831217	SRS4673113	PRJNA384246	G90063	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831230	SRS4673083	PRJNA384246	G89969	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831242	SRS4673016	PRJNA384246	G90062	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN06831245	SRS4673071	PRJNA384246	G90077	Keywords: GSC:MIxS MIMS:5.0	2017-05-31	2019-04-24	Broad Institute of MIT and Harvard	USA: Boston MA				Homo sapiens	Homo sapiens		2015
SAMN07284955	SRS2320651	PRJEB32232;PRJNA392180	TZ_HADZA_3182	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2013-10-27
SAMN07414234	SRS2383001	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414242	SRS2382947	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414248	SRS2382901	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414238	SRS2383006	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414252	SRS2382893	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414269	SRS2382948	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414256	SRS2382905	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414278	SRS2382995	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414261	SRS2382909	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414274	SRS2382998	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414282	SRS2383002	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07284959	SRS2320653	PRJEB32232;PRJNA392180	TZ_HADZA_217	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284964	SRS2320631	PRJEB32232;PRJNA392180	TZ_HADZA_223	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284970	SRS2320658	PRJNA392180	TZ_HADZA_325	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-05
SAMN07284961	SRS2320628	PRJEB32232;PRJNA392180	TZ_HADZA_219	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284971	SRS2320656	PRJNA392180	TZ_HADZA_335	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-05
SAMN07284967	SRS2320634	PRJNA392180	TZ_HADZA_245	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-28
SAMN07284972	SRS2320659	PRJNA392180	TZ_HADZA_336	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-05
SAMN07284968	SRS2320635	PRJEB32232;PRJNA392180	TZ_HADZA_246	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-28
SAMN07284975	SRS2320660	PRJEB32232;PRJNA392180	TZ_HADZA_423	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-06
SAMN07284973	SRS2320657	PRJNA392180	TZ_HADZA_338	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-05
SAMN07284976	SRS2320663	PRJEB32232;PRJNA392180	TZ_HADZA_347	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-06
SAMN07284977	SRS2320662	PRJNA392180	TZ_HADZA_717	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-07-21
SAMN07284979	SRS2320654	PRJEB32232;PRJNA392180	TZ_HADZA_815	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284978	SRS2320655	PRJEB32232;PRJNA392180	TZ_HADZA_804	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-11
SAMN07284983	SRS2320643	PRJEB32232;PRJNA392180	TZ_HADZA_829	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284982	SRS2320626	PRJEB32232;PRJNA392180	TZ_HADZA_828	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284985	SRS2320642	PRJEB32232;PRJNA392180	TZ_HADZA_848	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284988	SRS2320665	PRJNA392180	TZ_HADZA_3202	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-14
SAMN07414244	SRS2382897	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414257	SRS2382906	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414265	SRS2382870	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-10
SAMN07414273	SRS2383008	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-11
SAMN07284958	SRS2320652	PRJEB32232;PRJNA392180	TZ_HADZA_211	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284960	SRS2320627	PRJEB32232;PRJNA392180	TZ_HADZA_218	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284962	SRS2320629	PRJEB32232;PRJNA392180	TZ_HADZA_220	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284963	SRS2320630	PRJEB32232;PRJNA392180	TZ_HADZA_222	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-26
SAMN07284966	SRS2320633	PRJEB32232;PRJNA392180	TZ_HADZA_243	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-28
SAMN07284969	SRS2320636	PRJEB32232;PRJNA392180	TZ_HADZA_253	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-01-28
SAMN07284974	SRS2320661	PRJNA392180	TZ_HADZA_340	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-04-05
SAMN07284980	SRS2320637	PRJEB32232;PRJNA392180	TZ_HADZA_817	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284981	SRS2320638	PRJEB32232;PRJNA392180	TZ_HADZA_819	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284984	SRS2320641	PRJEB32232;PRJNA392180	TZ_HADZA_830	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284986	SRS2320639	PRJEB32232;PRJNA392180	TZ_HADZA_851	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-12
SAMN07284989	SRS2320664	PRJEB32232;PRJNA392180	TZ_HADZA_3244	Keywords: GSC:MIxS MIMS:5.0	2017-08-24	2021-02-28	Stanford University	Tanzania				Homo sapiens	Homo sapiens		2014-08-14
SAMN07414290	SRS2382930	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-11
SAMN07414294	SRS2382875	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-11
SAMN07414302	SRS2382879	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414306	SRS2382981	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414286	SRS2382858	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-11
SAMN07414310	SRS2382976	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414314	SRS2382845	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414346	SRS2382919	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414328	SRS2382866	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414354	SRS2382921	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414332	SRS2383028	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414358	SRS2383026	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414334	SRS2382966	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414362	SRS2383021	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414366	SRS2382984	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414390	SRS2382890	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-04
SAMN07414374	SRS2382938	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-02
SAMN07414394	SRS2383017	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-04
SAMN07414386	SRS2382886	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-05
SAMN07414407	SRS2382957	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-05
SAMN07414399	SRS2383011	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-05
SAMN07414415	SRS2382926	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-05
SAMN07424253	SRS2441895	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424261	SRS2441876	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424280	SRS2441841	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424283	SRS2441853	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07414298	SRS2382922	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414318	SRS2382849	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414322	SRS2382999	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-11
SAMN07414326	SRS2382864	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414338	SRS2382971	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414342	SRS2382963	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2012-12
SAMN07414350	SRS2382914	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414370	SRS2382988	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414378	SRS2382935	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-01
SAMN07414382	SRS2382940	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-04
SAMN07414395	SRS2383014	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-04
SAMN07414403	SRS2383018	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-05
SAMN07414411	SRS2382953	PRJNA395744	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-24	2017-07-24	Technical University of Denmark	Denmark: Copenhagen				Homo sapiens	Homo sapiens		2013-05
SAMN07424251	SRS2441897	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424252	SRS2441896	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424259	SRS2441889	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424264	SRS2441879	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424265	SRS2441872	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424267	SRS2441874	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424301	SRS2441864	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424311	SRS2441838	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424324	SRS2441890	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-24	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424360	SRS2472367	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-27	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
SAMN07424383	SRS2472263	PRJEB42213;PRJNA389280	MIMS Environmental/Metagenome sample from human gut metagenome	Keywords: GSC:MIxS MIMS:5.0	2017-07-27	2017-08-27	Harvard T.H. Chan School of Public Health	USA				Homo sapiens	Homo sapiens		2014
