sample_accession	secondary_sample_accession	study_accession	sample_title	description	first_public	last_updated	center_name	country	host_body_site	host_status	disease	host	host_scientific_name	project_name	collection_date
SAMEA7045688	ERS4806325	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	USA						predict1	2019
SAMEA7045693	ERS4806330	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045695	ERS4806332	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045699	ERS4806336	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045719	ERS4806356	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045728	ERS4806365	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045738	ERS4806375	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045750	ERS4806387	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045753	ERS4806390	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045762	ERS4806399	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045687	ERS4806324	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045714	ERS4806351	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045730	ERS4806367	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045772	ERS4806409	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045782	ERS4806419	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045784	ERS4806421	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045791	ERS4806428	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045795	ERS4806432	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045798	ERS4806435	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045808	ERS4806445	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045811	ERS4806448	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045814	ERS4806451	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045821	ERS4806458	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045838	ERS4806475	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045845	ERS4806482	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045776	ERS4806413	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045779	ERS4806416	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045786	ERS4806423	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045788	ERS4806425	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045817	ERS4806454	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045818	ERS4806455	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045827	ERS4806464	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045830	ERS4806467	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045836	ERS4806473	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045837	ERS4806474	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045787	ERS4806424	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045843	ERS4806480	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045849	ERS4806486	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045789	ERS4806426	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045804	ERS4806441	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045850	ERS4806487	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045780	ERS4806417	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045807	ERS4806444	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045793	ERS4806430	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045835	ERS4806472	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045778	ERS4806415	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045799	ERS4806436	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045802	ERS4806439	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045797	ERS4806434	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045801	ERS4806438	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045805	ERS4806442	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045810	ERS4806447	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045815	ERS4806452	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045777	ERS4806414	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	USA						predict1	2019
SAMEA7045813	ERS4806450	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045824	ERS4806461	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045812	ERS4806449	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045826	ERS4806463	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045860	ERS4806497	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045874	ERS4806511	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045880	ERS4806517	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045904	ERS4806541	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045917	ERS4806554	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045851	ERS4806488	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045854	ERS4806491	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045910	ERS4806547	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045915	ERS4806552	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045893	ERS4806530	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045868	ERS4806505	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045885	ERS4806522	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045897	ERS4806534	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045856	ERS4806493	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045858	ERS4806495	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045865	ERS4806502	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045869	ERS4806506	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045871	ERS4806508	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045873	ERS4806510	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045876	ERS4806513	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045879	ERS4806516	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045886	ERS4806523	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045887	ERS4806524	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045898	ERS4806535	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045921	ERS4806557	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045923	ERS4806559	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045853	ERS4806490	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045884	ERS4806521	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045855	ERS4806492	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045863	ERS4806500	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045867	ERS4806504	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045870	ERS4806507	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045878	ERS4806515	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045896	ERS4806533	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045905	ERS4806542	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045913	ERS4806550	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045916	ERS4806553	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	USA						predict1	2019
SAMEA7045872	ERS4806509	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045883	ERS4806520	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045859	ERS4806496	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045877	ERS4806514	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	USA						predict1	2019
SAMEA7045901	ERS4806538	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045911	ERS4806548	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045919	ERS4806555	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045925	ERS4806561	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMN00032966	SRS011529		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035453	SRS014235		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMEA7045949	ERS4806585	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045926	ERS4806562	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045941	ERS4806577	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045953	ERS4806589	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMN00031533	SRS105082	PRJNA50563	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00032521	SRS011084	PRJEB103269;PRJNA48477	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00032571	SRS011134	PRJNA48479;PRJNA48477	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00032676	SRS011239	PRJEB22283;PRJNA48477	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00032708	SRS011271	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00032842	SRS011405	PRJNA48479;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00033491	SRS012273	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00034067	SRS012849	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035169	SRS013951	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035531	SRS014313	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMEA7045936	ERS4806572	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045940	ERS4806576	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045943	ERS4806579	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	USA						predict1	2019
SAMEA7045945	ERS4806581	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMN00034857	SRS013639		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMEA7045950	ERS4806586	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045951	ERS4806587	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMN00032739	SRS011302	PRJNA48479;PRJNA48477	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00034187	SRS012969	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00034376	SRS013158	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-17	dbGaP								
SAMN00034433	SRS013215	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00034739	SRS013521	PRJEB22283;PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035158	SRS013940	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035183	SRS013965	PRJNA48479	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00035505	SRS014287	PRJEB22283;PRJNA48333	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00032498	SRS011061	PRJNA48479;PRJNA48477	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2024-04-28	dbGaP								
SAMN00032889	SRS011452		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00034120	SRS012902		"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a female participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMN00034856	SRS013638		"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	"Human metagenome sample from G_DNA_Stool of a male participant in the dbGaP study ""HMP Core Microbiome Sampling Protocol A (HMP-A)"""	2011-02-22	2018-04-09	dbGaP								
SAMEA7045928	ERS4806564	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045944	ERS4806580	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	USA						predict1	2019
SAMEA7045934	ERS4806570	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
SAMEA7045942	ERS4806578	PRJEB103111;PRJEB39223	human gut microbiota	human gut microbiota	2020-08-09	2020-07-05	University of Trento	United Kingdom						predict1	2018
